id,question,growth_percent,relative_volume,axis,axis_label,cluster,is_question,updated_at,keyword_id,source,last_seen_at
01a74d40-1a28-4dfd-9d0d-ef09c480ce0d,"sindrome de burnout causas sintomas e tratamento",0,10,saude-mental,"Saúde Mental",burnout,t,"2026-04-13 08:38:34.941684+00",,autocomplete,"2026-04-13 08:38:34.941684+00"
01e24223-538b-486f-a6a2-3606aa9f0f18,"burnout game",200,44,saude-mental,"Saúde Mental",burnout,f,"2026-03-23 07:31:17.719322+00",,pytrends,"2026-03-27 18:34:47.925931+00"
01f448bf-28d6-42f6-89b9-722ececf7b6b,"tipos de anemia",160,10,alimentacao,Alimentação,anemia,f,"2026-04-06 08:09:28.02802+00",,pytrends,"2026-04-06 08:09:28.02802+00"
01ff7223-d1e3-476c-8bcb-f9a7d19c808a,"tratamento para colesterol total alto",0,10,alimentacao,Alimentação,"colesterol alto",t,"2026-04-13 08:40:04.811683+00",,autocomplete,"2026-04-13 08:40:04.811683+00"
02079afd-91df-427c-b129-b46c96ad484c,"osteoporose sintomas iniciais",0,10,menopausa,Menopausa,osteoporose,t,"2026-04-13 08:36:53.898281+00",,autocomplete,"2026-04-13 08:36:53.898281+00"
0210072d-e15b-42d9-b358-0183dbbeb412,"sindrome do intestino irritavel sintomas tratamento",0,10,alimentacao,Alimentação,"síndrome de intestino irritável",t,"2026-04-13 08:40:49.538553+00",,autocomplete,"2026-04-13 08:40:49.538553+00"
02223078-8406-435b-bd4e-4afab01a18ca,"tratamento para alzheimer canino",0,10,saude-mental,"Saúde Mental",alzheimer,t,"2026-04-13 08:43:15.769569+00",,autocomplete,"2026-04-13 08:43:15.769569+00"
0234f9c8-f1c5-4f28-b5ad-4386c363f3dd,"causas de burnout",0,10,saude-mental,"Saúde Mental",burnout,t,"2026-04-13 08:38:34.941684+00",,autocomplete,"2026-04-13 08:38:34.941684+00"
023b0dfe-4fe0-470a-9c2f-bb7c73fe3ccb,"novo virus nipah tratamento",0,10,emergentes,Emergentes,"vírus nipah",t,"2026-04-13 08:38:12.456348+00",,autocomplete,"2026-04-13 08:38:12.456348+00"
023b2c49-2804-416c-aa7e-e7fd6ce0ab42,"sepsis bacteriana causas",0,10,emergentes,Emergentes,sepsis,t,"2026-04-13 08:41:00.80186+00",,autocomplete,"2026-04-13 08:41:00.80186+00"
0243f54e-86f3-4e3f-b8b3-0b264cc14aac,"sintomas de endometriose na menopausa",0,75,menopausa,Menopausa,endometriose,t,"2026-04-13 08:40:10.397854+00",,autocomplete,"2026-04-13 08:40:10.397854+00"
024da9f7-f319-434a-8255-698c7027027e,"doenças cardiovasculares causas sintomas e tratamento",0,10,emergentes,Emergentes,"doenças cardiovasculares",t,"2026-04-13 08:43:21.329264+00",,autocomplete,"2026-04-13 08:43:21.329264+00"
026cd8ed-028d-4f56-bc1b-d667321e4e7b,"como tratar incontinência urinária em cadelas",0,30,menopausa,Menopausa,"incontinência urinária",t,"2026-04-13 08:42:42.043868+00",,autocomplete,"2026-04-13 08:42:42.043868+00"
028289ac-78ed-4e2e-8b99-79f95a989d05,"o que é alergias alimentares",0,80,alimentacao,Alimentação,"alergias alimentares",t,"2026-04-13 08:37:10.663708+00",,autocomplete,"2026-04-13 08:37:10.663708+00"
0289e490-03ab-459f-909f-39be0d4dfd8a,"como tratar colesterol alto em criança",0,45,alimentacao,Alimentação,"colesterol alto",t,"2026-04-13 08:40:04.811683+00",,autocomplete,"2026-04-13 08:40:04.811683+00"
028f8f20-72c3-4b22-b4c8-620128828165,"como prevenir ansiedade",0,10,saude-mental,"Saúde Mental",ansiedade,t,"2026-04-13 08:38:40.522707+00",,autocomplete,"2026-04-13 08:38:40.522707+00"
02934f8f-ca31-436a-bf4a-dc4ccbe22191,"é normal ter suores noturnos",0,25,menopausa,Menopausa,"suores noturnos",t,"2026-04-13 08:37:44.379314+00",,autocomplete,"2026-04-13 08:37:44.379314+00"
02943f8d-3c1b-4eed-b486-7e060c1c2ad6,"tratamento alcoolismo naltrexona",0,10,saude-mental,"Saúde Mental",alcoolismo,t,"2026-04-13 08:43:49.404375+00",,autocomplete,"2026-04-13 08:43:49.404375+00"
029c6268-0c8a-4ceb-adc4-d401fa99fa4f,"candidíase intestinal",190,12,menopausa,Menopausa,candidíase,f,"2026-03-28 00:21:27.712069+00",,pytrends,"2026-03-28 00:21:27.712069+00"
029efa4f-cc63-4dbf-afa0-aaf2f6a93540,"tratamento para engravidar na menopausa precoce",0,10,menopausa,Menopausa,"menopausa precoce",t,"2026-04-13 08:37:50.002306+00",,autocomplete,"2026-04-13 08:37:50.002306+00"
02a74472-61b9-4634-9daf-6f71d8a18ee1,"o que é lúpus eritematoso sistêmico",0,10,emergentes,Emergentes,lúpus,t,"2026-04-13 08:42:25.267323+00",,autocomplete,"2026-04-13 08:42:25.267323+00"
02aacbfc-c1d7-4f03-aa1d-f1bc121b53cf,"causas endometriose intestinal",0,10,menopausa,Menopausa,endometriose,t,"2026-04-13 08:40:10.397854+00",,autocomplete,"2026-04-13 08:40:10.397854+00"
02c8c383-b7ca-4d41-9556-4e550d8e392b,"alcoolismo causas e consequencias",0,10,saude-mental,"Saúde Mental",alcoolismo,t,"2026-04-13 08:43:49.404375+00",,autocomplete,"2026-04-13 08:43:49.404375+00"
02e82a5c-4986-4f0b-823e-76dc993f055b,"sintomas de diabetes tipo 2 em adultos",0,90,alimentacao,Alimentação,"diabetes tipo 2",t,"2026-04-13 08:42:47.656406+00",,autocomplete,"2026-04-13 08:42:47.656406+00"
030cf72b-d16a-4551-bc23-2c9eb68a6803,"tratamento para candidíase recorrente",0,10,menopausa,Menopausa,candidíase,t,"2026-04-13 08:40:43.957484+00",,autocomplete,"2026-04-13 08:40:43.957484+00"
0315441f-9cf4-422e-8846-8f5a5bbd7694,"stress tratamento",0,10,saude-mental,"Saúde Mental",stress,t,"2026-04-13 08:40:21.587655+00",,autocomplete,"2026-04-13 08:40:21.587655+00"
0324bc82-53a2-49ff-83de-5f5452e92c8e,"sintomas de incontinência urinária feminina",0,95,menopausa,Menopausa,"incontinência urinária",t,"2026-04-13 08:42:42.043868+00",,autocomplete,"2026-04-13 08:42:42.043868+00"
034cc0ef-f0bd-4c43-b295-74d16c504e79,"tratamento para avc em caes",0,10,emergentes,Emergentes,avc,t,"2026-04-13 08:41:12.052215+00",,autocomplete,"2026-04-13 08:41:12.052215+00"
036c443c-1772-48a2-b9e9-adb5eaeeca54,"o que é ptsd em português",0,60,saude-mental,"Saúde Mental",PTSD,t,"2026-04-13 08:39:36.686137+00",,autocomplete,"2026-04-13 08:39:36.686137+00"
037fd57f-8b90-40bc-84a0-85104f2533cd,"demência causas e sintomas",0,10,saude-mental,"Saúde Mental",demência,t,"2026-04-13 08:40:27.20613+00",,autocomplete,"2026-04-13 08:40:27.20613+00"
039061a2-1689-4f39-8758-00ddcf1c0db9,"burnout sintomas físicos",2750,60,saude-mental,"Saúde Mental",burnout,f,"2026-03-23 07:31:17.719255+00",,pytrends,"2026-03-27 18:34:47.925931+00"
03bef13d-80c0-40d4-8eb6-c07cb226bd8c,"sintomas de incontinência urinária em gatos",0,55,menopausa,Menopausa,"incontinência urinária",t,"2026-04-13 08:42:42.043868+00",,autocomplete,"2026-04-13 08:42:42.043868+00"
03e82749-c404-460c-af56-7fd8ef0e93cc,"tratamento medicamentoso para colesterol alto",0,10,alimentacao,Alimentação,"colesterol alto",t,"2026-04-13 08:40:04.811683+00",,autocomplete,"2026-04-13 08:40:04.811683+00"
03fd3d53-1845-4437-b66a-1a8556fd4841,"sintomas de solidão profunda",0,95,saude-mental,"Saúde Mental",solidão,t,"2026-04-13 08:38:51.66098+00",,autocomplete,"2026-04-13 08:38:51.66098+00"
041d3b6b-4679-4ca3-bcfb-37d3c511774d,"depressão sintomas cid",0,10,saude-mental,"Saúde Mental",depressão,t,"2026-04-13 08:38:46.093196+00",,autocomplete,"2026-04-13 08:38:46.093196+00"
042ba1f1-434c-4879-b136-44b35d936c77,"o que é demência vascular",0,10,saude-mental,"Saúde Mental",demência,t,"2026-04-13 08:40:27.20613+00",,autocomplete,"2026-04-13 08:40:27.20613+00"
04b249c2-68b6-4e87-bbca-a2c7b9de1baf,"como tratar incontinência urinária na menopausa",0,45,menopausa,Menopausa,"incontinência urinária",t,"2026-04-13 08:42:42.043868+00",,autocomplete,"2026-04-13 08:42:42.043868+00"
04bf989c-cb0f-483c-a41f-bf638b38c6fa,"sintomas de burnout grave",0,70,saude-mental,"Saúde Mental",burnout,t,"2026-04-13 08:38:34.941684+00",,autocomplete,"2026-04-13 08:38:34.941684+00"
04f8b000-358d-4bf5-b19b-cc7ac658d589,"incontinencia urinaria causas mujeres",0,10,menopausa,Menopausa,"incontinência urinária",t,"2026-03-30 08:17:35.146647+00",,autocomplete,"2026-03-30 08:17:35.146647+00"
050fccad-3d65-4937-bcf4-3e560235a7b9,"sintomas panico social",0,10,saude-mental,"Saúde Mental",pânico,t,"2026-04-13 08:39:31.045213+00",,autocomplete,"2026-04-13 08:39:31.045213+00"
0518f009-d638-4bce-822a-c1fec0f628b7,"sintomas de doença celíaca na pele",0,70,alimentacao,Alimentação,"doença celíaca",t,"2026-04-13 08:43:38.203977+00",,autocomplete,"2026-04-13 08:43:38.203977+00"
052ad037-8dc4-4863-86cb-38d101259655,"sintomas de cancro da mama imagem",0,70,menopausa,Menopausa,"cancro da mama",t,"2026-04-13 08:40:55.173287+00",,autocomplete,"2026-04-13 08:40:55.173287+00"
0576ee53-50b3-48b0-9b99-c270abf76f93,"causas e fatores primários de estresse no trabalho",0,10,saude-mental,"Saúde Mental",stress,t,"2026-03-30 08:19:17.022631+00",,autocomplete,"2026-03-30 08:19:17.022631+00"
0584a5fb-d6de-49ff-80d6-2d8f7610015e,"demencia sintomas motores",0,10,saude-mental,"Saúde Mental",demência,t,"2026-03-30 08:19:22.975025+00",,autocomplete,"2026-03-30 08:19:22.975025+00"
058b3ee6-f8d6-42b4-b397-5586d0c2ef2b,"sepsis meaning",9999,92,emergentes,Emergentes,sepsis,f,"2026-03-28 00:14:29.171415+00",,pytrends,"2026-03-28 00:14:29.171415+00"
05a4863b-40bc-4539-b3c2-16fd538c2750,"como tratar alcoolismo em idosos",0,35,saude-mental,"Saúde Mental",alcoolismo,t,"2026-04-13 08:43:49.404375+00",,autocomplete,"2026-04-13 08:43:49.404375+00"
05bc1814-51ba-4b4b-b466-46d758a80a56,"menopausa precoce sintomas",0,10,menopausa,Menopausa,"menopausa precoce",t,"2026-04-13 08:37:50.002306+00",,autocomplete,"2026-04-13 08:37:50.002306+00"
05c4f2b0-ca15-4644-ae0f-623053935739,"tratamento medicamentoso para diabetes tipo 2",0,10,alimentacao,Alimentação,"diabetes tipo 2",t,"2026-04-13 08:42:47.656406+00",,autocomplete,"2026-04-13 08:42:47.656406+00"
05c5c71d-92b3-4a33-9ef8-85f983e31ffe,"menopausa masculina quais são os sintomas",0,70,menopausa,Menopausa,"menopausa masculina",t,"2026-04-13 08:39:08.490186+00",,autocomplete,"2026-04-13 08:39:08.490186+00"
05d1083c-ff2a-4325-93f6-9cdf6ea60487,"o que é considerado obesidade infantil",0,60,alimentacao,Alimentação,"obesidade infantil",t,"2026-04-13 08:36:59.449865+00",,autocomplete,"2026-04-13 08:36:59.449865+00"
05e72099-d3cf-4ca8-bd22-b3e5fabf0353,"causas de colesterol alto",0,10,alimentacao,Alimentação,"colesterol alto",t,"2026-04-13 08:40:04.811683+00",,autocomplete,"2026-04-13 08:40:04.811683+00"
05e9bdcd-e1f6-452d-8a53-1e7a9ce492fc,"sinais e sintomas de doenças cardiovasculares",0,85,emergentes,Emergentes,"doenças cardiovasculares",t,"2026-04-13 08:43:21.329264+00",,autocomplete,"2026-04-13 08:43:21.329264+00"
060b3fd4-6bd5-4ca4-8261-09e804542bd6,"anorexia nervosa sintomas e impactos",0,10,saude-mental,"Saúde Mental","anorexia nervosa",t,"2026-04-13 08:43:04.555328+00",,autocomplete,"2026-04-13 08:43:04.555328+00"
062a875f-3ef6-4ee1-9dbf-012891e683cc,"o que causa alergias alimentares",0,75,alimentacao,Alimentação,"alergias alimentares",t,"2026-04-13 08:37:10.663708+00",,autocomplete,"2026-04-13 08:37:10.663708+00"
062ccb70-9f02-454a-af57-1680fea1f126,"o que é alcoolismo grave",0,10,saude-mental,"Saúde Mental",alcoolismo,t,"2026-04-13 08:43:49.404375+00",,autocomplete,"2026-04-13 08:43:49.404375+00"
062dcd39-5714-44fa-affa-8f478838907e,"o que é dieta cetogênica e como funciona",0,75,alimentacao,Alimentação,"dieta cetogénica",t,"2026-04-13 08:37:55.594739+00",,autocomplete,"2026-04-13 08:37:55.594739+00"
063de441-b09a-4dd4-a6bb-6e21d68d44f3,"anemia por deficiência de ferro",2000,12,alimentacao,Alimentação,anemia,f,"2026-03-23 07:34:29.013938+00",,pytrends,"2026-03-27 18:34:47.925931+00"
064679d5-8e57-449d-bb0d-479c7fb433c7,"sintomas de síndrome do intestino irritável causas",0,70,alimentacao,Alimentação,"síndrome de intestino irritável",t,"2026-04-13 08:40:49.538553+00",,autocomplete,"2026-04-13 08:40:49.538553+00"
06503747-63fc-4fe6-b7d2-a1e9579e214f,"sindrome de ovario policistico tratamento",0,10,menopausa,Menopausa,"síndrome do ovário poliquístico",t,"2026-04-13 08:43:26.930582+00",,autocomplete,"2026-04-13 08:43:26.930582+00"
0659e3ad-c91b-493d-a5e5-2cc19bbf24e7,"o que é long covid",0,90,emergentes,Emergentes,"long covid",t,"2026-04-13 08:38:06.844002+00",,autocomplete,"2026-04-13 08:38:06.844002+00"
065b5723-8eaa-4821-b18e-b8b1c5614891,"causas de candidiase feminina",0,10,menopausa,Menopausa,candidíase,t,"2026-04-13 08:40:43.957484+00",,autocomplete,"2026-04-13 08:40:43.957484+00"
0665e615-840d-4601-8bb6-86fb1a8f4298,"sintomas de estresse excessivo",0,60,saude-mental,"Saúde Mental",stress,t,"2026-04-13 08:40:21.587655+00",,autocomplete,"2026-04-13 08:40:21.587655+00"
0679b457-69f7-4b36-8d9c-366803823d21,"endometriose e adenomiose",400,20,menopausa,Menopausa,endometriose,f,"2026-03-28 00:20:14.303314+00",,pytrends,"2026-03-28 00:20:14.303314+00"
06bf44da-b8ea-4997-9346-049d275e3582,"como tratar panico e ansiedade",0,45,saude-mental,"Saúde Mental",pânico,t,"2026-04-13 08:39:31.045213+00",,autocomplete,"2026-04-13 08:39:31.045213+00"
06e3c725-293e-4a05-bc90-3cf8ae098b9d,"tratamento para endometriose para engravidar",0,10,menopausa,Menopausa,endometriose,t,"2026-04-13 08:40:10.397854+00",,autocomplete,"2026-04-13 08:40:10.397854+00"
06e75cb1-a5fb-440b-82bf-e7a65babc01a,"tratamento para insônia com homeopatia",0,10,saude-mental,"Saúde Mental",insónia,t,"2026-04-13 08:39:19.763922+00",,autocomplete,"2026-04-13 08:39:19.763922+00"
070750bb-bba0-4d43-a306-770264663834,"o que é doença celíaca no intestino",0,35,alimentacao,Alimentação,"doença celíaca",t,"2026-04-13 08:43:38.203977+00",,autocomplete,"2026-04-13 08:43:38.203977+00"
0715a8e7-5317-4bcf-b195-28a62ae89f87,"o que é terapia hormonal trans",0,90,menopausa,Menopausa,"terapia hormonal",t,"2026-04-13 08:37:21.896373+00",,autocomplete,"2026-04-13 08:37:21.896373+00"
074dfcf2-df6a-4734-a640-c96e36e785ba,"ansiedade tratamento psicologico",0,10,saude-mental,"Saúde Mental",ansiedade,t,"2026-04-13 08:38:40.522707+00",,autocomplete,"2026-04-13 08:38:40.522707+00"
07630faa-ef6c-4a0a-a4e6-99153aa9db7e,"virus nipah 2026 tratamento",0,10,emergentes,Emergentes,"vírus nipah",t,"2026-04-13 08:38:12.456348+00",,autocomplete,"2026-04-13 08:38:12.456348+00"
077b3bd6-03af-421c-8303-f0734eca4d87,"insônia tratamento medicamentoso",0,10,saude-mental,"Saúde Mental",insónia,t,"2026-04-13 08:39:19.763922+00",,autocomplete,"2026-04-13 08:39:19.763922+00"
0787d609-e323-429f-a405-b480a8c65cab,"o que diz a lei sobre saude mental no trabalho",0,75,saude-mental,"Saúde Mental","saúde mental no trabalho",t,"2026-04-13 08:41:34.56973+00",,autocomplete,"2026-04-13 08:41:34.56973+00"
078c2976-ee6d-40c7-9b35-7a4fcb057e2d,"what is sepsis",50,76,emergentes,Emergentes,sepsis,f,"2026-03-28 00:14:29.171415+00",,pytrends,"2026-03-28 00:14:29.171415+00"
0798573f-37d7-4fe8-be5c-ca5b94ce9ea9,"refluxo gastroesofágico sintomas na garganta como tratar",0,10,alimentacao,Alimentação,"refluxo gastroesofágico",t,"2026-04-13 08:40:32.807623+00",,autocomplete,"2026-04-13 08:40:32.807623+00"
07ad9027-3a29-4683-aa3a-12b1cd5c1d12,"avc tratamentos",0,10,emergentes,Emergentes,avc,t,"2026-04-06 08:20:54.675087+00",,autocomplete,"2026-04-06 08:20:54.675087+00"
07b528ad-cfdc-4a1a-abaf-98036090f0d7,"estresse sintomas fisicos",0,10,saude-mental,"Saúde Mental",stress,t,"2026-04-13 08:40:21.587655+00",,autocomplete,"2026-04-13 08:40:21.587655+00"
07dfbeb6-fbc1-426c-b8c9-170eba7c019e,"incontinência urinária tratamento",0,10,menopausa,Menopausa,"incontinência urinária",t,"2026-04-13 08:42:42.043868+00",,autocomplete,"2026-04-13 08:42:42.043868+00"
07f521d8-ab83-4ce8-b5d7-f72088cda670,"panico noturno tratamento",0,10,saude-mental,"Saúde Mental",pânico,t,"2026-04-13 08:39:31.045213+00",,autocomplete,"2026-04-13 08:39:31.045213+00"
081cb242-ee83-4c0d-a345-350c5b484142,"o que é tdah adulto como tratar",0,10,saude-mental,"Saúde Mental","TDAH adulto",t,"2026-04-13 08:39:53.572317+00",,autocomplete,"2026-04-13 08:39:53.572317+00"
082f366a-d0d3-4fe1-b687-1baaced48e7b,"significado de burnout",50,36,saude-mental,"Saúde Mental",burnout,f,"2026-03-28 00:10:39.19463+00",,pytrends,"2026-03-28 00:10:39.19463+00"
08308508-ab4d-423b-a888-0d4989eb7875,"o que é tdah adulto",0,15,saude-mental,"Saúde Mental","TDAH adulto",t,"2026-04-13 08:39:53.572317+00",,autocomplete,"2026-04-13 08:39:53.572317+00"
0836ace7-8aed-4357-a740-4af77f2edaba,"depressao tratamento e cura",0,10,saude-mental,"Saúde Mental",depressão,t,"2026-04-13 08:38:46.093196+00",,autocomplete,"2026-04-13 08:38:46.093196+00"
083b7550-2ca3-4661-aaca-160c8e037099,"o que é incontinência urinária ou fecal",0,10,menopausa,Menopausa,"incontinência urinária",t,"2026-04-13 08:42:42.043868+00",,autocomplete,"2026-04-13 08:42:42.043868+00"
085680d3-2fc2-4072-918c-d59915aa39fb,"causas de diabetes tipo 2 en niños",0,10,alimentacao,Alimentação,"diabetes tipo 2",t,"2026-04-13 08:42:47.656406+00",,autocomplete,"2026-04-13 08:42:47.656406+00"
0866212a-7bf0-4ff0-9704-ebfd76b2d98c,"o que é avc",0,10,emergentes,Emergentes,avc,t,"2026-04-13 08:41:12.052215+00",,autocomplete,"2026-04-13 08:41:12.052215+00"
08666824-5352-4dd1-86bb-18647fa7c3c1,"o que é diabetes tipo 2 mellitus",0,10,alimentacao,Alimentação,"diabetes tipo 2",t,"2026-04-13 08:42:47.656406+00",,autocomplete,"2026-04-13 08:42:47.656406+00"
0886dc7e-98a9-49a1-b0f2-36ae5f3d269e,"candidíase sintomas como pega",0,10,menopausa,Menopausa,candidíase,t,"2026-04-13 08:40:43.957484+00",,autocomplete,"2026-04-13 08:40:43.957484+00"
0887363a-b470-4d08-ab22-14af9a57c384,"o que é pré-diabetes como tratar",0,10,alimentacao,Alimentação,pré-diabetes,t,"2026-04-13 08:42:08.372884+00",,autocomplete,"2026-04-13 08:42:08.372884+00"
08a2b02c-8218-4377-9b71-9b860f5b3637,"sintomas de estresse emocional",0,65,saude-mental,"Saúde Mental",stress,t,"2026-04-13 08:40:21.587655+00",,autocomplete,"2026-04-13 08:40:21.587655+00"
08eb26a1-3716-4182-b312-ef61d233eea4,"causas emocionais cancro da mama",0,10,menopausa,Menopausa,"cancro da mama",t,"2026-04-13 08:40:55.173287+00",,autocomplete,"2026-04-13 08:40:55.173287+00"
08fa5fe1-2c45-497d-8acb-8a977c3695a2,"como prevenir incontinencia urinária",0,10,menopausa,Menopausa,"incontinência urinária",t,"2026-04-13 08:42:42.043868+00",,autocomplete,"2026-04-13 08:42:42.043868+00"
091277f5-a701-47f8-a2d2-2bf8f691e70d,"o que é c ptsd",0,25,saude-mental,"Saúde Mental",PTSD,t,"2026-04-13 08:39:36.686137+00",,autocomplete,"2026-04-13 08:39:36.686137+00"
093b2411-5e13-4b29-8beb-42055ffe6203,"causas de intolerancia ao gluten",0,15,alimentacao,Alimentação,"intolerância ao glúten",t,"2026-04-13 08:37:05.051837+00",,autocomplete,"2026-04-13 08:37:05.051837+00"
093c778a-ef1f-4e7d-ad9d-c65195dcd227,"tratamento para incontinência urinária de esforço",0,10,menopausa,Menopausa,"incontinência urinária",t,"2026-04-13 08:42:42.043868+00",,autocomplete,"2026-04-13 08:42:42.043868+00"
0943828c-dcd4-48d1-99f0-3bf42b0126f5,"chris hemsworth alzheimer",9999,84,saude-mental,"Saúde Mental",alzheimer,f,"2026-03-30 08:07:05.928237+00",,pytrends,"2026-03-30 08:07:05.928237+00"
094fb1ab-b5ed-42a5-8228-f9bb873bb0f6,"como tratar sepsis",0,50,emergentes,Emergentes,sepsis,t,"2026-04-13 08:41:00.80186+00",,autocomplete,"2026-04-13 08:41:00.80186+00"
0962a8be-5ba3-4066-b9bb-24c9730e5fad,"terapia hormonal de substituição",140,100,menopausa,Menopausa,"terapia hormonal",f,"2026-03-23 07:27:29.101351+00",,pytrends,"2026-03-27 18:34:47.925931+00"
096627e0-717b-43cd-a049-564a6a506d34,"como tratar avc hemorragico",0,35,emergentes,Emergentes,avc,t,"2026-04-13 08:41:12.052215+00",,autocomplete,"2026-04-13 08:41:12.052215+00"
0992b004-37df-4c19-bdb1-82256cec871e,"cancro da mama triplo negativo tratamento",0,10,menopausa,Menopausa,"cancro da mama",t,"2026-04-13 08:40:55.173287+00",,autocomplete,"2026-04-13 08:40:55.173287+00"
099c27cd-a3d6-408f-a3ac-d828640b6099,"sintomas de síndrome do intestino irritável remedio",0,90,alimentacao,Alimentação,"síndrome de intestino irritável",t,"2026-04-13 08:40:49.538553+00",,autocomplete,"2026-04-13 08:40:49.538553+00"
09a0addc-b628-4fb7-b010-68c410389dfa,"alzheimer tratamento",0,10,saude-mental,"Saúde Mental",alzheimer,t,"2026-04-13 08:43:15.769569+00",,autocomplete,"2026-04-13 08:43:15.769569+00"
09a64a82-7ede-465d-a350-95ef39ddf0e2,"demência por corpos de lewy",6800,92,saude-mental,"Saúde Mental",demência,f,"2026-04-06 08:09:06.750055+00",,pytrends,"2026-04-06 08:09:06.750055+00"
09a71d5d-890e-48c7-99a9-cc9ce837530a,"incontinência urinária causas e tratamento",0,10,menopausa,Menopausa,"incontinência urinária",t,"2026-04-13 08:42:42.043868+00",,autocomplete,"2026-04-13 08:42:42.043868+00"
09ae533b-50e9-488a-b90b-00154c9fca47,"tratamento para anemia falciforme",0,10,alimentacao,Alimentação,anemia,t,"2026-04-13 08:40:38.397737+00",,autocomplete,"2026-04-13 08:40:38.397737+00"
09b408e6-7b13-4042-96dd-5fc25e4c4ab2,"o que é gripe aviária h5n1",0,100,emergentes,Emergentes,"gripe aviária H5N1",t,"2026-04-13 08:39:14.147203+00",,autocomplete,"2026-04-13 08:39:14.147203+00"
