id,url,titulo,fonte,categoria,notas,ordem,created_at,eixo,subcategoria
989965be-486d-49cb-b10f-61cc4a1be5b3,https://socialcomplexity.eu/2021/11/24/why-do-we-believe-false-information/,"Why do we believe false information?","Social Complexity Lab",desinformacao,"Explora os mecanismos cognitivos e sociais que tornam as pessoas susceptíveis a informação falsa — base para intervenções de literacia.",14,"2026-03-13 14:51:21.666717+00",,
37d3b3a4-e35a-480f-aa7e-b4250c04e3de,https://www.dgs.pt/em-destaque/dgs-publica-relatorio-saude-e-dignidade-menstrual-resultados-do-inquerito-vamos-falar-de-menstruacao-pdf.aspx,"Saúde e Dignidade Menstrual",DGS,igualdade_social,"Iniciativa da DGS sobre saúde menstrual — acesso equitativo a informação e produtos como condição de igualdade social em saúde.",22,"2026-03-13 14:51:21.666717+00",,
a88d2857-c505-4fd9-85d8-e09502d5c30c,https://www.acad-ciencias.pt/books/como-dialogar-com-quem-nao-quer-ouvir-para-la-da-polarizacao-e-da-desinformacao/,"Como Dialogar Com Quem Não Quer Ouvir",acad-ciencias.pt,desinformacao,"Academia das Ciências de Lisboa",0,"2026-03-13 16:15:08.195413+00",,
4ffd1d09-3b05-483e-b3da-3a98af742c4f,https://www.apa.org/topics/journalism-facts/misinformation-disinformation,"Misinformation and Disinformation",apa.org,desinformacao,"American Psychological Association",0,"2026-03-13 16:15:08.195413+00",,
bba6a2ad-3bae-40bf-a867-83b2d2f6da3e,https://ffms.pt/pt-pt/ffms-play/da-capa-contracapa-podcast/ciencia-e-pseudociencia-portuguesa,"Ciência e pseudociência à portuguesa",ffms.pt,desinformacao,"Podcast FFMS",0,"2026-03-13 16:15:08.195413+00",,
9f41c3c7-3628-4315-88e4-c3e878833dac,https://socialcomplexity.eu/2021/11/24/why-do-we-believe-false-information/,"Why do we believe in false information?",socialcomplexity.eu,desinformacao,"Social Complexity",0,"2026-03-13 16:15:08.195413+00",,
09501379-6d3a-4550-b9aa-4db7f5dba444,https://www.scientificamerican.com/article/the-dunning-kruger-effect-shows-that-people-dont-know-what-they-dont-know/,"Dunning-Kruger Effect",scientificamerican.com,desinformacao,"Scientific American",0,"2026-03-13 16:15:08.195413+00",,
db2acf0b-7ac4-485a-a3da-0cd0dfd31373,https://especiais.poligrafo.pt/pinoquio/,"Pinóquio na Escola",poligrafo.pt,desinformacao,"Projecto educativo Polígrafo",0,"2026-03-13 16:15:08.195413+00",,
500e4ad2-5643-424a-8c37-28f815eb0b0a,https://www.publico.pt/anticiencia,Anticiência,publico.pt,desinformacao,"Secção Público",0,"2026-03-13 16:15:08.195413+00",,
7c45f514-3f84-45b1-af4a-3170cec7a6d0,https://www.publico.pt/2021/12/03/sociedade/noticia/carlos-fiolhais-pedro-choy-interesses-comerciais-defender-legalizacao-terapias-alternativas-1987362,"Pedro Choy e terapias alternativas",publico.pt,desinformacao,Público,0,"2026-03-13 16:15:08.195413+00",,
168a0d53-91aa-4604-9300-b2cca4693aae,https://www.publico.pt/2024/08/24/ciencia/opiniao/pseudociencia-universidade-2101599,"Pseudociência na universidade",publico.pt,desinformacao,Público,0,"2026-03-13 16:15:08.195413+00",,
a83bc8c4-2022-4fa5-8616-5d2ec633cace,https://www.bbc.com/portuguese/geral-54727068,"Pseudociências matam: manifesto de 2750 especialistas",bbc.com,desinformacao,"BBC Portuguese",0,"2026-03-13 16:15:08.195413+00",,
9c7282ea-f5d5-477e-88a2-cae64a804fa7,https://24noticias.sapo.pt/atualidade/artigos/homeopatia-negacionismo-climatico-anti-vacinas-sao-pseudociencia-quando-a-ciencia-parece-mas-nao-e,"Homeopatia, negacionismo, anti-vacinas",24noticias.sapo.pt,desinformacao,"24 Notícias",0,"2026-03-13 16:15:08.195413+00",,
e3bb000f-4e7c-4af6-ad46-020906347b75,https://www.imune.pt/,"imune.pt – Informação verificada sobre vacinas",imune.pt,desinformacao,"Portal de informação sobre vacinas",0,"2026-03-13 16:15:08.195413+00",,
e0c24b83-22bc-4826-90dd-d60759045489,https://www.nutripedia.it/category/fakenews/,"Fake news – NutriPedia",nutripedia.it,desinformacao,NutriPedia,0,"2026-03-13 16:15:08.195413+00",,
1e2ba561-4660-409f-b49b-9f39ff6125eb,https://poligrafo.sapo.pt/saude/vacinas-da-covid-19-5-mentiras-e-narrativas-virais-que-podem-repetir-se-no-futuro/,"Vacinas da Covid: 5 mentiras",poligrafo.sapo.pt,desinformacao,Polígrafo,0,"2026-03-13 16:15:08.195413+00",,
6d26f17e-6fb7-40bc-942f-e33763d14b5d,https://www.publico.pt/2025/04/27/impar/opiniao/influencers-nutricao-perigos-nova-digital-2130864,"Influencers e nutrição: os perigos",publico.pt,desinformacao,Público,0,"2026-03-13 16:15:08.195413+00",,
ecb64e8b-70be-4a67-8784-55d59a315096,https://www.bmj.com/content/391/bmj-2025-086061,"Responding to medical advice from social media influencers",bmj.com,desinformacao,"The BMJ",0,"2026-03-13 16:15:08.195413+00",,
b2c2885f-45a1-4ca6-8431-429d9da55c5d,https://saludconevidencia.aemps.gob.es/,"Campaña 'Remedios siempre con evidencia científica'",aemps.gob.es,desinformacao,"AEMPS Espanha",0,"2026-03-13 16:15:08.195413+00",,
7c7371b0-966b-4093-a402-830555349472,https://www.who.int/news/item/23-09-2020-managing-the-covid-19-infodemic-promoting-healthy-behaviours-and-mitigating-the-harm-from-misinformation-and-disinformation,"WHO: Managing the COVID-19 infodemic",who.int,desinformacao,OMS,0,"2026-03-13 16:15:08.195413+00",,
7be3e0f9-6b2c-4a56-aa59-dcf69a300356,https://www.publico.pt/2023/12/29/ciencia/noticia/nao-ha-meritocracia-sorte-conta-2073261,"Não há meritocracia, a sorte conta muito",publico.pt,igualdade_social,Público,0,"2026-03-13 16:15:08.195413+00",,
9fd5b798-36c6-40ae-b2c8-241ed78e99a7,https://www.publico.pt/perder-amigos-rapidamente,"Como perder amigos rapidamente",publico.pt,igualdade_social,Público,0,"2026-03-13 16:15:08.195413+00",,
f393316f-08db-44a1-864d-90d0a84cb6f3,https://www.publico.pt/2023/06/24/opiniao/opiniao/it-takes-two-to-tango-papel-minorias-literacia-saude-2054276,"Minorias e literacia em saúde",publico.pt,igualdade_social,"Público — It takes two to tango",0,"2026-03-13 16:15:08.195413+00",,
64840267-7fb8-433b-9cb0-b91c8f69f3bc,https://sicnoticias.pt/pais/2025-11-01-pais-que-nao-vacinam-filhos-tem-ensino-superior-e-elevado-poder-economico-revela-estudo-11bb2e81,"Pais que não vacinam têm ensino superior",sicnoticias.pt,igualdade_social,"SIC Notícias",0,"2026-03-13 16:15:08.195413+00",,
5b7231bf-7542-4636-b679-afb3e3529399,https://zeroemcomportamento.org/17-raparigas-maternidade-e-adolescencia-em-portugal/,"Maternidade e adolescência em Portugal",zeroemcomportamento.org,igualdade_social,"Zero em Comportamento",0,"2026-03-13 16:15:08.195413+00",,
6eaad0c6-3d03-4cf6-80e5-b45f08de1756,https://healthnews.pt/2025/11/14/genericos-facilitam-acesso-e-economizam-62-milhoes-ao-sns-em-2025/,"Genéricos economizam 62 milhões ao SNS",healthnews.pt,igualdade_social,HealthNews,0,"2026-03-13 16:15:08.195413+00",,
a3a92ae5-b23b-4148-8ae7-58799282d86b,https://diariodarepublica.pt/dr/legislacao-consolidada/lei/2021-164870244,"Carta Portuguesa de Direitos Humanos na Era Digital",diariodarepublica.pt,igualdade_social,"Diário da República",0,"2026-03-13 16:15:08.195413+00",,
9ebd53f6-974b-4e2a-a8ea-4cc0affc51d2,https://www.who.int/world-health-day/world-health-day-2019/fact-sheets/details/primary-health-care,"Primary Health Care – WHO Fact Sheet",who.int,cuidados_saude_primarios,OMS,0,"2026-03-13 16:15:08.195413+00",,
db8b4635-0861-4611-8c22-1a50fb219936,https://www.youtube.com/watch?v=C4_tNzt1XTw,"ERS: Direito à Informação",youtube.com,cuidados_saude_primarios,"Entidade Reguladora da Saúde",0,"2026-03-13 16:15:08.195413+00",,
d1f170db-d9fb-4591-b487-b5d3ac5ec0eb,https://www.eventos.ordemdospsicologos.pt/product/livro-cuidados-de-saude-primarios/,"Livro Cuidados de Saúde Primários",ordemdospsicologos.pt,cuidados_saude_primarios,"Ordem dos Psicólogos",0,"2026-03-13 16:15:08.195413+00",,
98765ff7-e238-43af-a1ef-64e32d4f19da,https://cnsaude.pt/galeria/a-importancia-dos-cuidados-de-saude-primarios/,"A importância dos CSP",cnsaude.pt,cuidados_saude_primarios,"Convenção Nacional de Saúde",0,"2026-03-13 16:15:08.195413+00",,
5c175b47-bba8-45c7-852f-07ac0ecb12b2,https://www.dgs.pt/em-destaque/dgs-publica-relatorio-saude-e-dignidade-menstrual-resultados-do-inquerito-vamos-falar-de-menstruacao.aspx,"DGS: Saúde e Dignidade Menstrual",dgs.pt,cuidados_saude_primarios,DGS,0,"2026-03-13 16:15:08.195413+00",,
a86ca88e-78a4-4c6e-a1c7-a93c72daa135,https://pubmed.ncbi.nlm.nih.gov/39123226/,"Primary health care coverage in Portugal",pubmed.ncbi.nlm.nih.gov,cuidados_saude_primarios,PubMed,0,"2026-03-13 16:15:08.195413+00",,
6168945c-4997-45e1-ac2a-dde76e6a157c,https://rpmgf.pt/ojs/index.php/rpmgf/pt/article/view/14064,"Evolução dos CSP em Portugal",rpmgf.pt,cuidados_saude_primarios,"Revista Portuguesa MGF",0,"2026-03-13 16:15:08.195413+00",,
e0b72d60-ec5c-4b1c-9dfa-9988ef5d9b13,https://www.chlo.min-saude.pt/index.php/informacao-ao-utente/descomplicarcsp,"Descomplicar os Cuidados de Saúde Primários",chlo.min-saude.pt,cuidados_saude_primarios,CHLO,0,"2026-03-13 16:15:08.195413+00",,
82db194e-3fb0-416f-bcda-e530174ff0e9,https://www.fnam.pt/seccoes/comunicados/novo-despacho-do-ministerio-da-saude-ameaca-destruir-os-cuidados-de-saude-primarios,"Novo despacho ameaça os CSP",fnam.pt,cuidados_saude_primarios,FNAM,0,"2026-03-13 16:15:08.195413+00",,
c9ae7ac8-ec46-42d5-a61a-0d7b75601843,https://pns.dgs.pt/,"PNS 2030 – Plano Nacional de Saúde",pns.dgs.pt,cuidados_saude_primarios,DGS,0,"2026-03-13 16:15:08.195413+00",,
b5bb9679-db07-43d2-aee4-5dcff1402d3a,https://www.ordemdospsicologos.pt/pt/noticia/5634,"Saúde Menstrual",ordemdospsicologos.pt,cuidados_saude_primarios,"Ordem dos Psicólogos",0,"2026-03-13 16:15:08.195413+00",,
66a19651-7d40-4c3d-acc0-fd68e409bfd1,https://pensarnutricao.pt/pensar-nutricao/,"Pensar Nutrição",pensarnutricao.pt,cuidados_saude_primarios,"Blog Pensar Nutrição",0,"2026-03-13 16:15:08.195413+00",,
870d5198-0af6-4823-916c-a6e958e3aaed,https://alimentacaosaudavel.dgs.pt/,"PNPAS – Programa Nacional Alimentação Saudável",alimentacaosaudavel.dgs.pt,cuidados_saude_primarios,DGS,0,"2026-03-13 16:15:08.195413+00",,
8b38e800-923a-47e3-9be5-b219b48f3518,https://www.gatportugal.org/noticias,"GAT Portugal – Notícias VIH/SIDA",gatportugal.org,cuidados_saude_primarios,"GAT Portugal",0,"2026-03-13 16:15:08.195413+00",,
2df087c1-570e-4126-b494-6160609c5ac6,https://cuidadatuafertilidade.pt/,cuidadatuafertilidade.pt,cuidadatuafertilidade.pt,cuidados_saude_primarios,"Portal fertilidade",0,"2026-03-13 16:15:08.195413+00",,
78256d2b-f974-4558-a054-9f7fc92e07d8,https://www.infarmed.pt/web/infarmed/cidadaos/saber-mais-sobre/campanhas/-/journal_content/56/15786/2736256,"INFARMED: #PodeConfiar (campanha genéricos)",infarmed.pt,cuidados_saude_primarios,INFARMED,0,"2026-03-13 16:15:08.195413+00",,
569d1678-6d84-482b-afb4-27f0799299f7,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3360734,"A Little Knowledge is a Dangerous Thing",ssrn.com,dunning_kruger,"SSRN — Joana Gonçalves-Sá",0,"2026-03-13 16:15:08.195413+00",,
d6fec141-c1fa-45ad-8317-5ffa99c6be03,https://shifter.pt/2024/03/joana-goncalves-sa-ciencia-entrevista/,"Joana G. Sá: Não há compreensão do papel da ciência",shifter.pt,dunning_kruger,Shifter,0,"2026-03-13 16:15:08.195413+00",,
b37b1353-eb71-4ad8-915c-cfac3e9c367e,https://www.publico.pt/2023/09/03/ciencia/noticia/richard-j-roberts-nao-sabe-nada-ciencia-nao-interferir-politica-2060508,"Quem não sabe nada de ciência não devia interferir na política",publico.pt,dunning_kruger,"Público — Richard J. Roberts",0,"2026-03-13 16:15:08.195413+00",,
734dee7c-c4cf-4ed3-bfda-11411808f611,https://nap.nationalacademies.org/read/5287/chapter/5,"Misconceptions as Barriers to Understanding Science",nap.nationalacademies.org,dunning_kruger,"National Academies Press",0,"2026-03-13 16:15:08.195413+00",,
33298e2c-d981-4cb0-ae9c-eeaa8747ae39,https://www.publico.pt/2025/03/16/ciencia/opiniao/caca-bruxas-internet-ciencia-revisitar-carl-sagan-2125178,"Caça às bruxas, Internet e ciência: revisitar Carl Sagan",publico.pt,dunning_kruger,Público,0,"2026-03-13 16:15:08.195413+00",,
0c71ec96-7d67-49b1-919d-5b5a2d7896c7,https://rationallyspeaking.blogspot.com/,"Rationally Speaking – Julia Galef",rationallyspeaking.blogspot.com,dunning_kruger,"Podcast e blog de Julia Galef",0,"2026-03-13 16:15:08.195413+00",,
c4fc80a9-5c00-4e51-9c4d-d5b6adf0dfd2,https://kbsgk12project.kbs.msu.edu/wp-content/uploads/2011/02/draw-a-scientist-test.pdf,"Draw-a-Scientist Test",kbs.msu.edu,dunning_kruger,"MSU — recurso pedagógico",0,"2026-03-13 16:15:08.195413+00",,
a5f57132-5673-4e31-9bc3-6ac4a7f2bad8,https://www.youtube.com/watch?v=U8HEwO-2L4w,"Carl Sagan: Last Interview with Charlie Rose",youtube.com,dunning_kruger,YouTube,0,"2026-03-13 16:15:08.195413+00",,
53f705e0-2a91-45f0-8f96-67be93bf374c,https://www.publico.pt/2020/02/18/ciencia/noticia/ciencia-julgamento-1904438,"A ciência em julgamento",publico.pt,dunning_kruger,Público,0,"2026-03-13 16:15:08.195413+00",,
fca71595-d93c-4693-a9ac-628f237dd24e,https://www.england.nhs.uk/personalisedcare/health-literacy/,"NHS: Enabling people to make informed health decisions",england.nhs.uk,comunicacao_cientifica,"NHS England",0,"2026-03-13 16:15:08.195413+00",,
9399ce28-d51d-47d1-a896-17233bd7f838,https://cbr.fm.ucp.pt/litup,"Programa Lit Up – CBR / UCP",cbr.fm.ucp.pt,comunicacao_cientifica,UCP,0,"2026-03-13 16:15:08.195413+00",,
935d2442-4962-4c08-8ce7-2db49525b158,https://www.ensp.unl.pt/2022/09/22/literacia-em-saude-da-evidencia-cientifica-a-acao/,"ENSP: Literacia em Saúde – da evidência à ação",ensp.unl.pt,comunicacao_cientifica,ENSP,0,"2026-03-13 16:15:08.195413+00",,
6be11eda-97fc-40ff-a035-6a54ea6c26a6,https://splsportugal.com/sobre/,"SPLS Portugal – Sociedade Portuguesa de Literacia em Saúde",splsportugal.com,comunicacao_cientifica,SPLS,0,"2026-03-13 16:15:08.195413+00",,
4925373b-dc42-4e6e-9a44-4018eba0d0fa,https://www.sns.gov.pt/noticias/2021/11/15/acao-para-a-literacia-em-saude/,"SNS: Ação para a Literacia em Saúde",sns.gov.pt,comunicacao_cientifica,SNS,0,"2026-03-13 16:15:08.195413+00",,
35f83a50-597c-4bdf-90de-1f400e552905,https://ffms.pt/pt-pt/atualmentes/comunicar-ciencia-e-preciso,"Comunicar (ciência) é preciso",ffms.pt,comunicacao_cientifica,FFMS,0,"2026-03-13 16:15:08.195413+00",,
263fcf54-2413-4ad4-b194-dd21456d8d65,https://www.informedhealth.org/,informedhealth.org,informedhealth.org,comunicacao_cientifica,"Benchmark europeu de literacia em saúde",0,"2026-03-13 16:15:08.195413+00",,
